runtime,20190329-114006
initialisation,TODO
update,TODO
speed,15.035040855407715
n_iterations,1
n_updates,0
average_time_per_update,15.035040855407715
n_clusters,2
wscc,48229826.38758665
8740,"[110.52990418  46.55342106   0.517276     1.98874714  14.55933515
  28.83135354   7.08077485  71.83756629]"
8740,0
8740,1
8740,2
8740,3
8740,5
8740,8
8740,9
8740,10
8740,12
8740,13
8740,14
8740,15
8740,17
8740,18
8740,19
8740,20
8740,21
8740,22
8740,23
8740,24
8740,25
8740,26
8740,27
8740,28
8740,29
8740,32
8740,33
8740,34
8740,35
8740,36
8740,37
8740,39
8740,40
8740,41
8740,43
8740,45
8740,46
8740,48
8740,49
8740,51
8740,52
8740,55
8740,56
8740,58
8740,60
8740,61
8740,62
8740,63
8740,66
8740,67
8740,68
8740,70
8740,71
8740,72
8740,73
8740,74
8740,75
8740,76
8740,77
8740,78
8740,79
8740,80
8740,82
8740,84
8740,85
8740,86
8740,87
8740,88
8740,89
8740,90
8740,91
8740,92
8740,93
8740,94
8740,96
8740,97
8740,98
8740,99
8740,100
8740,101
8740,102
8740,103
8740,104
8740,106
8740,107
8740,108
8740,109
8740,110
8740,111
8740,112
8740,113
8740,114
8740,116
8740,117
8740,118
8740,119
8740,120
8740,121
8740,122
8740,123
8740,124
8740,125
8740,127
8740,128
8740,129
8740,130
8740,131
8740,132
8740,133
8740,134
8740,135
8740,136
8740,137
8740,138
8740,140
8740,141
8740,142
8740,143
8740,144
8740,145
8740,146
8740,147
8740,148
8740,149
8740,150
8740,151
8740,153
8740,154
8740,155
8740,157
8740,158
8740,159
8740,161
8740,162
8740,163
8740,164
8740,165
8740,166
8740,167
8740,168
8740,169
8740,170
8740,171
8740,172
8740,173
8740,174
8740,176
8740,177
8740,178
8740,179
8740,180
8740,182
8740,183
8740,185
8740,187
8740,188
8740,189
8740,190
8740,191
8740,192
8740,193
8740,194
8740,195
8740,197
8740,198
8740,199
8740,201
8740,202
8740,203
8740,204
8740,206
8740,207
8740,208
8740,209
8740,210
8740,211
8740,213
8740,217
8740,218
8740,219
8740,220
8740,221
8740,222
8740,223
8740,224
8740,225
8740,226
8740,227
8740,228
8740,229
8740,230
8740,231
8740,232
8740,233
8740,234
8740,236
8740,237
8740,238
8740,239
8740,240
8740,242
8740,243
8740,245
8740,246
8740,247
8740,248
8740,249
8740,250
8740,251
8740,252
8740,253
8740,254
8740,255
8740,256
8740,257
8740,258
8740,259
8740,260
8740,261
8740,262
8740,263
8740,264
8740,265
8740,266
8740,267
8740,268
8740,269
8740,270
8740,271
8740,272
8740,273
8740,274
8740,275
8740,276
8740,277
8740,278
8740,279
8740,280
8740,281
8740,283
8740,284
8740,285
8740,286
8740,287
8740,289
8740,290
8740,291
8740,292
8740,293
8740,294
8740,295
8740,296
8740,297
8740,299
8740,300
8740,301
8740,302
8740,303
8740,304
8740,305
8740,306
8740,307
8740,308
8740,309
8740,311
8740,312
8740,313
8740,314
8740,315
8740,316
8740,318
8740,320
8740,321
8740,322
8740,323
8740,324
8740,325
8740,326
8740,327
8740,328
8740,329
8740,330
8740,331
8740,332
8740,333
8740,334
8740,335
8740,336
8740,337
8740,338
8740,339
8740,340
8740,341
8740,342
8740,343
8740,344
8740,345
8740,346
8740,348
8740,349
8740,350
8740,351
8740,352
8740,353
8740,354
8740,355
8740,356
8740,357
8740,358
8740,359
8740,360
8740,362
8740,363
8740,364
8740,365
8740,367
8740,368
8740,369
8740,370
8740,371
8740,374
8740,376
8740,377
8740,378
8740,379
8740,380
8740,381
8740,382
8740,383
8740,384
8740,385
8740,386
8740,387
8740,388
8740,389
8740,390
8740,391
8740,392
8740,393
8740,394
8740,395
8740,397
8740,398
8740,400
8740,401
8740,402
8740,403
8740,404
8740,405
8740,406
8740,407
8740,408
8740,409
8740,410
8740,411
8740,412
8740,414
8740,415
8740,416
8740,417
8740,418
8740,419
8740,420
8740,421
8740,422
8740,423
8740,424
8740,425
8740,426
8740,427
8740,428
8740,429
8740,430
8740,431
8740,432
8740,433
8740,434
8740,435
8740,436
8740,437
8740,438
8740,439
8740,440
8740,441
8740,442
8740,443
8740,444
8740,445
8740,446
8740,447
8740,448
8740,449
8740,450
8740,451
8740,452
8740,453
8740,454
8740,455
8740,456
8740,457
8740,458
8740,459
8740,461
8740,462
8740,464
8740,465
8740,467
8740,468
8740,469
8740,470
8740,471
8740,473
8740,474
8740,475
8740,476
8740,477
8740,479
8740,480
8740,481
8740,482
8740,483
8740,484
8740,485
8740,486
8740,487
8740,488
8740,491
8740,492
8740,493
8740,495
8740,496
8740,499
8740,500
8740,501
8740,503
8740,504
8740,505
8740,506
8740,507
8740,508
8740,509
8740,510
8740,511
8740,512
8740,513
8740,514
8740,515
8740,516
8740,517
8740,518
8740,519
8740,520
8740,521
8740,522
8740,523
8740,524
8740,526
8740,527
8740,528
8740,529
8740,530
8740,531
8740,532
8740,534
8740,535
8740,536
8740,537
8740,538
8740,539
8740,540
8740,541
8740,542
8740,543
8740,544
8740,546
8740,547
8740,548
8740,549
8740,551
8740,552
8740,553
8740,554
8740,555
8740,556
8740,558
8740,559
8740,562
8740,564
8740,565
8740,566
8740,567
8740,568
8740,569
8740,570
8740,571
8740,572
8740,573
8740,574
8740,575
8740,576
8740,578
8740,579
8740,580
8740,581
8740,582
8740,583
8740,584
8740,585
8740,586
8740,587
8740,588
8740,589
8740,590
8740,591
8740,592
8740,593
8740,595
8740,596
8740,597
8740,598
8740,599
8740,600
8740,601
8740,602
8740,603
8740,604
8740,606
8740,607
8740,608
8740,609
8740,610
8740,611
8740,613
8740,614
8740,615
8740,616
8740,617
8740,618
8740,620
8740,621
8740,622
8740,624
8740,625
8740,626
8740,627
8740,628
8740,629
8740,630
8740,631
8740,632
8740,634
8740,636
8740,638
8740,639
8740,640
8740,641
8740,642
8740,643
8740,644
8740,645
8740,646
8740,648
8740,650
8740,651
8740,652
8740,653
8740,655
8740,657
8740,658
8740,659
8740,660
8740,662
8740,663
8740,664
8740,665
8740,666
8740,667
8740,668
8740,669
8740,671
8740,672
8740,673
8740,676
8740,677
8740,678
8740,679
8740,680
8740,681
8740,682
8740,683
8740,684
8740,685
8740,686
8740,687
8740,688
8740,689
8740,690
8740,691
8740,692
8740,693
8740,694
8740,695
8740,696
8740,697
8740,698
8740,699
8740,700
8740,701
8740,702
8740,703
8740,704
8740,706
8740,708
8740,709
8740,710
8740,711
8740,712
8740,713
8740,715
8740,717
8740,719
8740,721
8740,722
8740,723
8740,724
8740,725
8740,726
8740,727
8740,728
8740,729
8740,730
8740,731
8740,732
8740,733
8740,734
8740,736
8740,737
8740,738
8740,739
8740,740
8740,741
8740,742
8740,743
8740,744
8740,746
8740,747
8740,748
8740,749
8740,750
8740,751
8740,754
8740,756
8740,757
8740,759
8740,760
8740,761
8740,762
8740,763
8740,764
8740,765
8740,766
8740,767
8740,768
8740,769
8740,771
8740,772
8740,773
8740,776
8740,777
8740,778
8740,779
8740,780
8740,781
8740,784
8740,786
8740,787
8740,788
8740,789
8740,790
8740,791
8740,795
8740,796
8740,797
8740,798
8740,799
8740,800
8740,801
8740,804
8740,805
8740,806
8740,807
8740,808
8740,809
8740,810
8740,811
8740,812
8740,813
8740,814
8740,815
8740,818
8740,819
8740,820
8740,821
8740,822
8740,823
8740,824
8740,825
8740,826
8740,827
8740,828
8740,829
8740,830
8740,832
8740,834
